"COUNTRY","Country","SEX","Gender","REF_SECTOR","Reference sector","EDUCATION_LEV","Education level","YEAR","Year","Value","Flag Codes","Flags"
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2013","2013",13330,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2014","2014",13436,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2015","2015",14711,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2016","2016",14533,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2017","2017",14166,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2018","2018",15053,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2019","2019",15322,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2020","2020",16079,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2021","2021",14976,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2013","2013",33669,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2014","2014",34318,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2015","2015",36998,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2016","2016",36151,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2017","2017",36475,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2018","2018",37547,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2019","2019",37604,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2020","2020",39242,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2021","2021",37917,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",10402,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",10604,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",10727,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",10616,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",10538,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",11149,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",11708,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",13679,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",12533,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",6739,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",6943,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",7104,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",7290,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",7270,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",7223,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",7934,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",8795,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",7808,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",17141,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",17547,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",17831,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",17906,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",17808,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",18372,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",19642,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",22474,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",20341,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",435,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",440,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",413,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",461,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2017","2017",409,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2018","2018",495,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2019","2019",444,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2020","2020",451,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2021","2021",441,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",258,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",303,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",350,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",303,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2017","2017",314,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2018","2018",320,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2019","2019",390,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2020","2020",399,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2021","2021",415,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",693,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",743,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",763,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",764,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2017","2017",723,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2018","2018",815,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2019","2019",834,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2020","2020",850,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2021","2021",856,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2013","2013",961,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2014","2014",1061,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2015","2015",1052,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2016","2016",1036,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2017","2017",982,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2018","2018",969,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2019","2019",940,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2020","2020",1010,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2021","2021",859,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2013","2013",938,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2014","2014",952,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2015","2015",948,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2016","2016",973,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2017","2017",871,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2018","2018",896,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2019","2019",854,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2020","2020",891,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2021","2021",784,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2013","2013",1899,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2014","2014",2013,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2015","2015",2000,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2016","2016",2009,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2017","2017",1853,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2018","2018",1865,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2019","2019",1794,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2020","2020",1901,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2021","2021",1643,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2013","2013",296602,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2014","2014",300417,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2015","2015",294194,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2016","2016",294191,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2017","2017",280068,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2018","2018",272380,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2019","2019",272295,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2020","2020",240613,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2021","2021",208953,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2013","2013",338390,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2014","2014",336373,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2015","2015",325011,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2016","2016",317222,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2017","2017",306971,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2018","2018",297448,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2019","2019",299721,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2020","2020",263074,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2021","2021",231692,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2013","2013",634992,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2014","2014",636790,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2015","2015",619205,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2016","2016",611413,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2017","2017",587039,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2018","2018",569828,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2019","2019",572016,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2020","2020",503687,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2021","2021",440645,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2013","2013",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2014","2014",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2015","2015",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2016","2016",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2017","2017",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2018","2018",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2019","2019",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2020","2020",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2021","2021",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2013","2013",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2014","2014",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2015","2015",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2016","2016",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2017","2017",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2018","2018",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2019","2019",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2020","2020",,"m","Missing value; data cannot exist"
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2021","2021",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2013","2013",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2014","2014",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2015","2015",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2016","2016",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2017","2017",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2018","2018",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2019","2019",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2020","2020",,"m","Missing value; data cannot exist"
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2021","2021",,"m","Missing value; data cannot exist"
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2013","2013",107235,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2014","2014",105072,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2015","2015",101392,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2016","2016",97753,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2017","2017",93741,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2018","2018",89384,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2019","2019",85617,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2020","2020",81468,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2021","2021",78822,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2013","2013",81652,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2014","2014",81858,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2015","2015",83967,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2016","2016",82678,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2017","2017",78347,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2018","2018",78110,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2019","2019",78879,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2020","2020",79096,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2021","2021",73592,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2013","2013",188887,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2014","2014",186930,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2015","2015",185359,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2016","2016",180431,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2017","2017",172088,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2018","2018",167494,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2019","2019",164496,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2020","2020",160564,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2021","2021",152414,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2013","2013",157915,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2014","2014",162796,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2015","2015",174421,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2016","2016",180178,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2017","2017",180773,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2018","2018",174959,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2019","2019",174689,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2020","2020",178726,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2021","2021",182278,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2013","2013",167198,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2014","2014",166648,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2015","2015",176285,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2016","2016",179110,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2017","2017",179089,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2018","2018",172220,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2019","2019",169564,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2020","2020",171411,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2021","2021",173062,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2013","2013",325113,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2014","2014",329444,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2015","2015",350706,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2016","2016",359288,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2017","2017",359862,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2018","2018",347179,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2019","2019",344253,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2020","2020",350137,,
"KOR","Korea","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2021","2021",355340,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",41444,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",41122,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",40613,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",40823,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",42401,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",42281,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",42829,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",43621,,
"KOR","Korea","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",42204,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",41035,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",41085,,
"KOR","Korea","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",40035,,
